d_codigo,d_asenta-D_mnpio
55888,"Prados San Juan, Acolman"
55888,"Guerrero, Acolman"
55888,"Pirules, Acolman"
55890,"Ampliación San Mateo Chipiltepec, Acolman"
55890,"Ahuaxtla, Acolman"
55890,"San Mateo Chipiltepec, Acolman"
55890,"Loma Linda, Acolman"
55890,"Pilares, Acolman"
55893,"San Mateo (Pasando la Vía), Acolman"
55894,"San Pedro Tepetitlán, Acolman"
55894,"El Ranchito, Acolman"
55895,"San Lucas Tepango, Acolman"
55895,"Quinta las Flores, Acolman"
55895,"1ro de Octubre, Acolman"
55895,"San Miguel Xometla, Acolman"
55895,"La Concepción, Acolman"
55899,"San Francisco Zacango, Acolman"
55900,"Otumba de Gómez Farías, Otumba"
55913,"La Trinidad, Otumba"
55913,"El Ranchito, Otumba"
55913,"La Estación, Otumba"
55913,"Xamimilolpan, Otumba"
55913,"INFONAVIT San Esteban, Otumba"
55913,"Adolfo López Mateos, Otumba"
55913,"Estado de México, Otumba"
55914,"San Ignacio, Otumba"
55914,"San Cosme, Otumba"
55914,"La Conchita, Otumba"
55914,"Puentes Cuates, Otumba"
55914,"Magisterial, Otumba"
55914,"El Rosario, Otumba"
55916,"El Chabacano, Otumba"
55920,"Santiago Tolman, Otumba"
55920,"La Cruz, Otumba"
55923,"San Miguel Xolco, Otumba"
55923,"Coyotepec, Otumba"
55924,"Chacalco, Otumba"
55924,"San Juan Tocuila, Otumba"
55924,"Jacarandas, Otumba"
55924,"Tlamimilolpa, Otumba"
55924,"Centro de Readaptación Social Otumba, Otumba"
55924,"San Lorenzo, Otumba"
55924,"Tepa Grande (Rancho Guadalupe Tepa), Otumba"
55924,"Poyoxco, Otumba"
55924,"Tlahuico, Otumba"
55925,"Oxtotipac, Otumba"
55925,"San Francisco Tlaltica, Otumba"
55926,"San Miguel Axalco Chico, Otumba"
55926,"Cuautlatcingo, Otumba"
55926,"Rancho el Mayorazgo, Otumba"
55926,"El Potrero, Otumba"
55926,"Nueva Colonia de Axalco, Otumba"
55927,"ZR, Otumba"
55927,"Tecalco, Otumba"
55927,"Belén, Otumba"
55927,"San Nicolás Tlaxomulco, Otumba"
55927,"La Zumbona, Otumba"
55930,"Rancho la Puente, Otumba"
55930,"San Martín Ahuatepec, Otumba"
55930,"Los Conquianes, Otumba"
55930,"Liberacos Uno, Otumba"
55930,"San Cosme, Otumba"
55930,"Florencio Juárez, Otumba"
55930,"Santa Brígida, Otumba"
55930,"Los Capulines, Otumba"
55934,"Xochihucán, Otumba"
55935,"San Marcos Tlaxuchilco, Otumba"
55936,"Rancho Colorado, Otumba"
55936,"Rancho las Papas, Otumba"
55936,"Buenavista, Otumba"
55937,"Santa Bárbara, Otumba"
55937,"Santa Gertrudis, Otumba"
55937,"San Telmo, Otumba"
55937,"San José Coamilpa (Ejido de Otumba), Otumba"
55937,"La Escondida, Otumba"
55937,"Coamilpa, Otumba"
55937,"San José de las Presas, Otumba"
55940,"San Martín, Axapusco"
55940,"San Bartolo Alto, Axapusco"
55940,"Tlamapa, Axapusco"
55940,"Axapusco, Axapusco"
55940,"Cuauhtémoc, Axapusco"
55940,"San Antonio, Axapusco"
55943,"Tezoncalli, Axapusco"
55943,"Soapayuca, Axapusco"
55950,"San Felipe Zacatepec, Axapusco"
55950,"Guadalupe Relinas, Axapusco"
55950,"San Antonio Coayuca, Axapusco"
55952,"Santa María Aticpac, Axapusco"
55952,"Zacatepec, Axapusco"
55954,"San Pablo Xuchi, Axapusco"
55955,"Santo Domingo Aztacameca, Axapusco"
55955,"San Nicolás Tetepantla, Axapusco"
55956,"Los Remedios, Axapusco"
55960,"San Antonio Ometusco, Axapusco"
55963,"San Miguel Ometusco, Axapusco"
55963,"Xala, Axapusco"
55963,"Santa Ana, Axapusco"
55965,"Jaltepec, Axapusco"
55966,"Atla, Axapusco"
55970,"Hidalgo B, Nopaltepec"
55970,"Vicente Guerrero, Nopaltepec"
55970,"Morelos A, Nopaltepec"
55970,"Morelos B, Nopaltepec"
55970,"Tlaxixilo, Nopaltepec"
55970,"Hidalgo A, Nopaltepec"
55974,"Tepetzingo, Nopaltepec"
55975,"Huilotongo, Nopaltepec"
55975,"Roma, Nopaltepec"
55975,"San Felipe Teotitlán Centro, Nopaltepec"
55976,"San Miguel Atepoxco, Nopaltepec"
55976,"San Felipe (Moratepec), Nopaltepec"
55977,"Venta de Cruz, Nopaltepec"
55977,"Tepatepec, Nopaltepec"
55977,"La Puerta, Nopaltepec"
55978,"Las Ambrises, Nopaltepec"
55978,"Santa Inés Amiltepec, Nopaltepec"
55980,"San Antonio, Temascalapa"
55980,"San José, Temascalapa"
55980,"San Juan Teacalco, Temascalapa"
55980,"De la Cruz, Temascalapa"
55980,"San Miguel, Temascalapa"
55980,"San Bartolome Actopan, Temascalapa"
55980,"De Dolores, Temascalapa"
55983,"El Chopo, Temascalapa"
55983,"El Abrojal o Barranquillas, Temascalapa"
55984,"Ocotitlán, Temascalapa"
55984,"San Cipriano (Rancho el Piojo), Temascalapa"
55984,"De Belén, Temascalapa"
55984,"San Ignacio, Temascalapa"
55985,"Tepehuixco, Temascalapa"
55985,"Atempan, Temascalapa"
55988,"Las Pintas, Temascalapa"
55989,"Presa del Rey, Temascalapa"
55990,"Ixtlahuaca de Cuauhtémoc, Temascalapa"
55993,"San Mateo Teopancala, Temascalapa"
55993,"La Estrella, Temascalapa"
55993,"Ex Hacienda de Paula, Temascalapa"
55994,"Axalpa, Temascalapa"
55994,"Tontiopa, Temascalapa"
55994,"Santa Ana Tlachiahualpa, Temascalapa"
55995,"San Luis Tecuahutitlan, Temascalapa"
55995,"Mihuacán, Temascalapa"
55995,"San Luis, Temascalapa"
55996,"La Presa, Temascalapa"
55996,"Santa María Maquixco (El Alto), Temascalapa"
55996,"Álvaro Obregón, Temascalapa"
55997,"San Cristóbal Colhuacán, Temascalapa"
55998,"El Tejocote, Temascalapa"
55998,"San Miguel Atlamajac, Temascalapa"
56000,"Tezoyuca, Tezoyuca"
56003,"Buenos Aires, Tezoyuca"
56004,"Resurrección, Tezoyuca"
56004,"La Concepción, Tezoyuca"
56005,"La Ascención, Tezoyuca"
56006,"El Oasis, Tezoyuca"
56006,"Santiago, Tezoyuca"
56007,"San Felipe, Tezoyuca"
56010,"Ampliación Tezoyuca, Tezoyuca"
56020,"Tequisistlán, Tezoyuca"
56023,"Guadalupano (Ejido Tequisistlán), Tezoyuca"
56024,"De Tequisistlán Primero, Tezoyuca"
56030,"San Andrés Chiautla Centro, Chiautla"
56030,"Pueblo Nuevo, Chiautla"
56030,"San Juan, Chiautla"
56030,"San Francisco, Chiautla"
56030,"Huitznahuac, Chiautla"
56030,"Santa Catarina, Chiautla"
56030,"San Sebastián, Chiautla"
56033,"Santiago Chimalpa, Chiautla"
56033,"Ixquitlán, Chiautla"
56034,"San Bartolo, Chiautla"
56035,"Ocopulco, Chiautla"
56035,"La Concepción, Chiautla"
56035,"La Frontera, Chiautla"
56036,"Los Pirules, Chiautla"
56036,"Amajac, Chiautla"
56036,"Atenguillo, Chiautla"
56037,"San Antonio, Chiautla"
56037,"San Andrés, Chiautla"
56037,"Nonoalco, Chiautla"
56037,"California, Chiautla"
56037,"Arboledas, Chiautla"
56037,"San Alberto, Chiautla"
56037,"San Luis, Chiautla"
56038,"Chiautla (Colonia Guadalupe), Chiautla"
56040,"San Lucas Huitzilhuacán, Chiautla"
56040,"Tepetitlán, Chiautla"
56040,"Tlaltecahuacán, Chiautla"
56050,"Papalotla, Papalotla"
56053,"Belém, Papalotla"
56054,"Chimalpa, Papalotla"
56055,"Coxotla, Papalotla"
56056,"Mazatla, Papalotla"
56057,"Ixayoc, Papalotla"
56070,"La Concepción Jolalpan, Tepetlaoxtoc"
56070,"La Hera, Tepetlaoxtoc"
56070,"Tepetlaoxtoc de Hidalgo, Tepetlaoxtoc"
56074,"El Tepetloxto (Colonia Lomas de San Gabriel), Tepetlaoxtoc"
56077,"Santiago, Tepetlaoxtoc"
56080,"San Juan Totolapan, Tepetlaoxtoc"
56080,"Santo Tomás Apipilhuasco, Tepetlaoxtoc"
56083,"La Trinidad Amalinalco, Tepetlaoxtoc"
56085,"San Bernardo Tlalmimilolpan, Tepetlaoxtoc"
56086,"San Andrés de las Peras, Tepetlaoxtoc"
56087,"San Pedro Chiautzingo, Tepetlaoxtoc"
56090,"San Pablo Jolalpan, Tepetlaoxtoc"
56093,"El Progreso, Tepetlaoxtoc"
56093,"La Loma (La Loma San Isidro), Tepetlaoxtoc"
56094,"Los Reyes Nopala, Tepetlaoxtoc"
56095,"San Francisco Jolanpan, Tepetlaoxtoc"
56095,"Santiago, Tepetlaoxtoc"
56096,"Tolteca Teopan, Tepetlaoxtoc"
56100,"Texcoco de Mora Centro, Texcoco"
56103,"San Juan de Dios, Texcoco"
56103,"El Retiro, Texcoco"
56105,"San Pedro, Texcoco"
56106,"Las Salinas, Texcoco"
56110,"Joyas de San Mateo, Texcoco"
56110,"Zaragoza-San Pablo, Texcoco"
56120,"Santa Cruz de Arriba, Texcoco"
56120,"San Juanito, Texcoco"
56120,"Valle de Santa Cruz, Texcoco"
56130,"La Conchita, Texcoco"
56130,"Condominios Maye, Texcoco"
56130,"INFONAVIT, Texcoco"
56130,"La Paz, Texcoco"
56130,"Los Jilgueros, Texcoco"
56130,"ISSEMYM, Texcoco"
56130,"La Trinidad, Texcoco"
56130,"Conjunto la Trinidad, Texcoco"
56130,"San Sebastián, Texcoco"
56140,"Ahuehuetes, Texcoco"
56140,"San Martín, Texcoco"
56140,"San Lorenzo, Texcoco"
56140,"El Carmen, Texcoco"
56150,"Embotelladores, Texcoco"
56150,"Las Vegas, Texcoco"
56150,"Santa Úrsula, Texcoco"
56150,"Salitrería, Texcoco"
56150,"San Antonio, Texcoco"
56160,"San Pedro, Texcoco"
56160,"Tex Plus, Texcoco"
56160,"Niños Héroes, Texcoco"
56160,"Los Sauces, Texcoco"
56170,"El Xolache I, Texcoco"
56170,"El Xolache II, Texcoco"
56170,"San Mateo, Texcoco"
56170,"Las Américas, Texcoco"
56170,"Joyas de Santa Ana, Texcoco"
56200,"Vicente Riva Palacio, Texcoco"
56203,"La Magdalena Panoaya, Texcoco"
56204,"Emiliano Zapata, Texcoco"
56205,"San Felipe, Texcoco"
56205,"Santa Cruz de Abajo, Texcoco"
56207,"Lázaro Cárdenas, Texcoco"
56208,"San Miguel Tocuila, Texcoco"
56210,"San Simón, Texcoco"
56213,"San José Texopa, Texcoco"
56214,"Los Reyes San Salvador, Texcoco"
56215,"Pentecostés, Texcoco"
56216,"La Resurrección, Texcoco"
56217,"Santiaguito, Texcoco"
56217,"Santa María Tulantongo, Texcoco"
56217,"Xala, Texcoco"
56220,"San Luis Huexotla, Texcoco"
56223,"Bellavista, Texcoco"
56224,"Buenavista, Texcoco"
56225,"Lomas de Cristo, Texcoco"
56225,"Fray Servando Teresa de Mier, Texcoco"
56225,"Ampliación Leyes de Reforma, Texcoco"
56225,"Villas de Tolimpa, Texcoco"
56225,"Leyes de Reforma, Texcoco"
56226,"Las Bugambilias, Texcoco"
56226,"La Cabaña, Texcoco"
56226,"San Mateo Huexotla, Texcoco"
56226,"Sector Popular, Texcoco"
56227,"Universidad Autónoma de Chapingo, Texcoco"
56227,"San Nicolás Huexotla, Texcoco"
56227,"Tulipanes, Texcoco"
56227,"El Capulín Sur, Texcoco"
56227,"Cooperativo, Texcoco"
56227,"Profesores, Texcoco"
56227,"Emiliano Zapata-ISSSTE, Texcoco"
56230,"San Diego, Texcoco"
56233,"SUTEYN, Texcoco"
56235,"El Molino de Flores, Texcoco"
56236,"Xocotlán, Texcoco"
56237,"El Batán, Texcoco"
56240,"La Purificación Tepetitla, Texcoco"
56243,"San Juan Tezontla, Texcoco"
56243,"Santa Cruz Mexicapa, Texcoco"
56243,"San Joaquín Coapango, Texcoco"
56243,"San Bartolo, Texcoco"
56243,"Jardines de Santa Inés, Texcoco"
56243,"Santa Inés, Texcoco"
56244,"San Jerónimo Amanalco, Texcoco"
56244,"Santa María Tecuanulco, Texcoco"
56245,"San Pablo Ixayoc, Texcoco"
56245,"Guadalupe Amanalco, Texcoco"
56245,"Santa Catarina del Monte, Texcoco"
56246,"San Dieguito Xochimanca, Texcoco"
56246,"Tequexquinahuac, Texcoco"
56246,"Santa María Nativitas, Texcoco"
56247,"San Nicolás Tlaminca, Texcoco"
56247,"San Miguel Tlaixpan, Texcoco"
56250,"San Miguel Coatlinchán, Texcoco"
56250,"Guadalupe, Texcoco"
56253,"Valle de Tláloc, Texcoco"
56253,"Praderas de Tecuac, Texcoco"
56253,"San Juan, Texcoco"
56254,"Paraíso 300, Texcoco"
56254,"Tepetitlán, Texcoco"
56254,"San Juan Potreros, Texcoco"
56255,"El Trabajo, Texcoco"
56255,"El Arenal, Texcoco"
56255,"Quintas del Valle, Texcoco"
56255,"San José, Texcoco"
56255,"San Pedro Cuautlanpan, Texcoco"
56255,"Santiago Cuautlalpan, Texcoco"
56255,"Villas de Santiago, Texcoco"
56256,"Santa Lucía, Texcoco"
56256,"San Felipe, Texcoco"
56257,"Lomas de La Cruz, Texcoco"
56257,"Lomas de San Esteban, Texcoco"
56257,"Los Pinos, Texcoco"
56257,"Las Tijeras, Texcoco"
56260,"San Andrés, Texcoco"
56260,"San Bernardino, Texcoco"
56263,"Nezahualcóyotl (Boyeros), Texcoco"
56263,"Santa Irene, Texcoco"
56263,"San Olegario, Texcoco"
56263,"La Concepción, Texcoco"
56264,"Montecillo, Texcoco"
56264,"Wenceslao Victoria, Texcoco"
56264,"Colegio de Postgraduados, Texcoco"
56265,"El Tejocote, Texcoco"
56265,"Lázaro Cárdenas, Texcoco"
56266,"Santa Martha, Texcoco"
56267,"Arboledas, Texcoco"
56267,"Guadalupe Victoria, Texcoco"
56270,"San Diego, Chiconcuac"
56270,"San Miguel, Chiconcuac"
56270,"Emiliano Zapata, Chiconcuac"
56270,"Santa María, Chiconcuac"
56270,"San Pedro, Chiconcuac"
56272,"San Pablito Calmimilolco, Chiconcuac"
56273,"Las Joyas, Chiconcuac"
56273,"El Araujo, Chiconcuac"
56274,"El Mamut, Chiconcuac"
56280,"San Cristóbal, Chiconcuac"
56300,"Ejidos de Cambray, Atenco"
56300,"San Francisco Acuexcomac, Atenco"
56300,"San Salvador Atenco, Atenco"
56300,"Santa Gertrudis, Atenco"
56303,"Ejidal San Salvador, Atenco"
56303,"San Lazarito, Atenco"
56303,"Hacienda la Grande Fracción Uno, Atenco"
56303,"La Noria, Atenco"
56304,"Zapotlan, Atenco"
56304,"La Pastoría, Atenco"
56305,"Ejido San Salvador Acuexcomac (Ejido la PurIsima), Atenco"
56305,"Francisco I Madero, Atenco"
56305,"Ejido la Magdalena Panoaya, Atenco"
56305,"El Amanal, Atenco"
56306,"Ejido de San Cristóbal Nexquipayac, Atenco"
56306,"Los Hornos (El Presidio), Atenco"
56310,"Nueva Santa Rosa-Granjas el Arenal, Atenco"
56310,"El Salado, Atenco"
56310,"Nueva Santa Rosa, Atenco"
56313,"Las Lomas, Atenco"
56313,"Ejidos de Tesistlán, Atenco"
56313,"La Longaniza, Atenco"
56314,"Nezahualcoyotl - Ixtapan, Atenco"
56314,"Santa Isabel Ixtapan, Atenco"
56314,"Ejidos Netzahualcoyotl, Atenco"
56315,"Benito Quezada, Atenco"
56315,"Granjas la Purísima, Atenco"
56315,"Las Salinas, Atenco"
56315,"Chilileco, Atenco"
56315,"La Purisima-La Purisima Norte, Atenco"
56315,"San Cristóbal Nexquipayac, Atenco"
56330,"Santa María Chimalhuacán, Chimalhuacán"
56333,"Santa María Chimalhuacán Ampliación Hidalgo, Chimalhuacán"
56333,"Santa María Chimalhuacán Ampliación Carrizo, Chimalhuacán"
56334,"Luis Córdoba Reyes, Chimalhuacán"
56334,"Carpinteros, Chimalhuacán"
56334,"Marco Antonio Sosa, Chimalhuacán"
56334,"Herreros, Chimalhuacán"
56334,"Pescadores, Chimalhuacán"
56334,"Tepalcate, Chimalhuacán"
56334,"Melchor Ocampo, Chimalhuacán"
56334,"El Molino, Chimalhuacán"
56334,"San Pablo, Chimalhuacán"
56334,"San Pedro, Chimalhuacán"
56334,"Artesanos, Chimalhuacán"
56334,"Fundidores, Chimalhuacán"
56334,"Canasteros, Chimalhuacán"
56334,"Mineros, Chimalhuacán"
56334,"San Pablo Parte Baja, Chimalhuacán"
56334,"San Pedro Parte Baja, Chimalhuacán"
56335,"Rancho de las Nieves, Chimalhuacán"
56335,"El Llano de Santa María, Chimalhuacán"
56335,"Unión Antorchista, Chimalhuacán"
56335,"Guadalupe, Chimalhuacán"
56335,"San Miguel, Chimalhuacán"
56335,"Jardines de Acuitlapilco, Chimalhuacán"
56335,"Corte Portezuelos, Chimalhuacán"
56335,"Lomas de Santa María, Chimalhuacán"
56335,"Apapasco, Chimalhuacán"
56335,"Cuatro de Febrero, Chimalhuacán"
56335,"Primavera, Chimalhuacán"
56335,"Acuitlapilco Segunda Sección, Chimalhuacán"
56335,"Luis Donaldo Colosio, Chimalhuacán"
56335,"Arboledas, Chimalhuacán"
56335,"Constructores, Chimalhuacán"
56335,"Acuitlapilco Primera Sección, Chimalhuacán"
56335,"Ciudad Alegre, Chimalhuacán"
56335,"José María Luis Mora, Chimalhuacán"
56335,"Santa María Nativitas, Chimalhuacán"
56335,"Acuitlapilco Tercera Sección, Chimalhuacán"
56335,"Nueva Tepalcates, Chimalhuacán"
56337,"Santo Domingo, Chimalhuacán"
56337,"Arenitas, Chimalhuacán"
56337,"Lomas de Totolco Tlatelco, Chimalhuacán"
56337,"San Isidro, Chimalhuacán"
56337,"San Juan Zapotla, Chimalhuacán"
56337,"Tlaixco, Chimalhuacán"
56337,"Copalera, Chimalhuacán"
56337,"Ladera, Chimalhuacán"
56337,"La Mina, Chimalhuacán"
56337,"Olmedo, Chimalhuacán"
56337,"Cornejal, Chimalhuacán"
56337,"El Pocito, Chimalhuacán"
56337,"El Capulín, Chimalhuacán"
56337,"Lomas de Chimalhuacán, Chimalhuacán"
56337,"Apelsa, Chimalhuacán"
56337,"San Andrés, Chimalhuacán"
56337,"Tepenepantla, Chimalhuacán"
56338,"Lomas de San Isidro, Chimalhuacán"
56338,"Huatongo, Chimalhuacán"
56338,"La Palma, Chimalhuacán"
56338,"San Pablo, Chimalhuacán"
56338,"El Chocolín, Chimalhuacán"
56338,"Loma de Buenavista, Chimalhuacán"
56338,"San Pablo, Chimalhuacán"
56338,"Lomas San Pablo, Chimalhuacán"
56340,"Cerro de Las Palomas, Chimalhuacán"
56340,"San Lorenzo, Chimalhuacán"
56340,"San Lorenzo Chimalco, Chimalhuacán"
56340,"San Lorenzo Parte Alta, Chimalhuacán"
56340,"Ampliación San Lorenzo (Parte Alta), Chimalhuacán"
56343,"SUTAUR Oriente, Chimalhuacán"
56343,"San José Buenavista, Chimalhuacán"
56343,"Miramar, Chimalhuacán"
56343,"Tequesquinahuac, Chimalhuacán"
56343,"Los Olivos, Chimalhuacán"
56343,"Adolfo López Mateos, Chimalhuacán"
56343,"Ampliación San Agustín Zona Poniente, Chimalhuacán"
56343,"Israel, Chimalhuacán"
56343,"Ampliación San Agustín Zona Oriente, Chimalhuacán"
56343,"Tierra Santa (Maravillas), Chimalhuacán"
56343,"Balcones de San Agustín, Chimalhuacán"
56343,"Ampliación San Agustín, Chimalhuacán"
56343,"Villa San Agustín Atlapulco, Chimalhuacán"
56343,"Buenos Aires, Chimalhuacán"
56343,"Jardines de San Agustín (La Isla, Sancho Ganadero), Chimalhuacán"
56343,"Zona Comunal San Agustín, Chimalhuacán"
56343,"Diecisiete de Marzo, Chimalhuacán"
56344,"Ejido San Agustín Atlapulco, Chimalhuacán"
56344,"Villa los Colorines, Chimalhuacán"
56346,"Filiberto Gómez, Chimalhuacán"
56346,"Progreso de Oriente, Chimalhuacán"
56346,"Xaltipac, Chimalhuacán"
56350,"Xochiaca 2a Sección, Chimalhuacán"
56350,"La Joyita, Chimalhuacán"
56350,"Ampliación Xochiaca parte Alta, Chimalhuacán"
56350,"Santa Cecilia Xochiaca, Chimalhuacán"
56350,"Xochiaca, Chimalhuacán"
56350,"Xochitenco 3a Sección, Chimalhuacán"
56350,"Diecisiete de Septiembre, Chimalhuacán"
56350,"Xochitenco Parte Alta, Chimalhuacán"
56353,"Orfebres, Chimalhuacán"
56353,"Arturo Montiel, Chimalhuacán"
56353,"Saraperos, Chimalhuacán"
56353,"Tlatelco, Chimalhuacán"
56356,"Tejedores, Chimalhuacán"
56356,"Vidrieros, Chimalhuacán"
56356,"Talabarteros, Chimalhuacán"
56356,"Plateros, Chimalhuacán"
56356,"Canteros, Chimalhuacán"
56356,"Santa Cruz, Chimalhuacán"
56356,"Jugueteros, Chimalhuacán"
56360,"Xochitenco 2a Sección, Chimalhuacán"
56360,"Xochitenco 1a Sección, Chimalhuacán"
56360,"San Juan Xochitenco, Chimalhuacán"
56363,"Transportistas, Chimalhuacán"
56363,"La Rosita, Chimalhuacán"
56363,"Nueva Margarita, Chimalhuacán"
56363,"Alfareros, Chimalhuacán"
56363,"Ebanistas, Chimalhuacán"
56366,"Cesteros, Chimalhuacán"
56366,"Tlatel Xochitenco, Chimalhuacán"
56366,"Curtidores, Chimalhuacán"
56366,"Hojalateros, Chimalhuacán"
56366,"Talladores, Chimalhuacán"
56366,"Labradores, Chimalhuacán"
56370,"San Vicente Chicoloapan de Juárez Centro, Chicoloapan"
56373,"Bonito San Vicente, Chicoloapan"
56373,"Hacienda Vista Real, Chicoloapan"
56373,"El Arenal, Chicoloapan"
56373,"Santa Cecilia, Chicoloapan"
56373,"San Antonio, Chicoloapan"
56373,"San Juan, Chicoloapan"
56373,"Tejocote, Chicoloapan"
56373,"Bonito El Manzano, Chicoloapan"
56373,"Los Ángeles, Chicoloapan"
56373,"El Encino, Chicoloapan"
56375,"Presidentes, Chicoloapan"
56375,"Hacienda Piedras Negras, Chicoloapan"
56375,"El Vergel, Chicoloapan"
56376,"Santa Rosa, Chicoloapan"
56376,"Auris III, Chicoloapan"
56376,"Ampliación Santa Rosa, Chicoloapan"
56376,"Auris II, Chicoloapan"
56377,"San José, Chicoloapan"
56377,"San Miguel, Chicoloapan"
56377,"Arboledas, Chicoloapan"
56377,"2 de Marzo, Chicoloapan"
56377,"Ampliación Presidentes, Chicoloapan"
56377,"Navidad, Chicoloapan"
56377,"Venustiano Carranza, Chicoloapan"
56377,"Tlatel, Chicoloapan"
56377,"México 86, Chicoloapan"
56377,"Auris I, Chicoloapan"
56380,"Real de San Vicente I, Chicoloapan"
56380,"Lomas Chicoloapan, Chicoloapan"
56383,"Lomas de Chicoloapan III, Chicoloapan"
56383,"Real de San Vicente II, Chicoloapan"
56383,"Ciudad Galaxia los Reyes, Chicoloapan"
56383,"Hacienda los Reyes, Chicoloapan"
56384,"Loma San Pedro, Chicoloapan"
56384,"La Venta Cuautlalpan, Chicoloapan"
56386,"Hacienda de Costitlán, Chicoloapan"
56386,"Rancho San Miguel, Chicoloapan"
56386,"Geovillas de Costitlán, Chicoloapan"
56386,"La Copalera, Chicoloapan"
56386,"Real de Costitlán I, Chicoloapan"
56386,"San Patricio, Chicoloapan"
56386,"Real de Costitlán II, Chicoloapan"
56387,"La Noria, Chicoloapan"
56387,"Loma de Guadalupe, Chicoloapan"
56390,"Francisco Villa, Chicoloapan"
56390,"Revolución, Chicoloapan"
56390,"Ejército del Trabajo, Chicoloapan"
56390,"Emiliano Zapata, Chicoloapan"
56396,"Pozo Número Seis ,La Longaniza, Chicoloapan"
56396,"Pozo Número Dos ,La Campana, Chicoloapan"
56396,"Centro Turístico Ejidal, Chicoloapan"
56400,"Los Reyes Acaquilpan Centro, La Paz"
56400,"Jardín de Los Reyes, La Paz"
56400,"Ampliación Los Reyes, La Paz"
56410,"Rincón de Los Reyes, La Paz"
56410,"Ancón de los Reyes, La Paz"
56420,"Floresta, La Paz"
56420,"Valle de los Pinos, La Paz"
56428,"Tepozanes, La Paz"
56429,"Unidad Floresta, La Paz"
56430,"Valle de los Reyes, La Paz"
56440,"Magdalena de Los Reyes, La Paz"
56490,"Las Torres III, La Paz"
56490,"Emiliano Zapata, La Paz"
56495,"Loma Encantada, La Paz"
56495,"Villas del Sol, La Paz"
56500,"Ampliación Tecamachalco, La Paz"
56500,"San Salvador Tecamachalco, La Paz"
56505,"2 de Marzo, La Paz"
56507,"Ejidal El Pino, La Paz"
56508,"La Joyita, La Paz"
56508,"Bosques de la Magdalena, La Paz"
56509,"Las Cruces, La Paz"
56509,"Villas de la Paz, La Paz"
56509,"Parcelas, La Paz"
56509,"Ferrocarril, La Paz"
56509,"Conjunto la Paz, La Paz"
56509,"Jalpa, La Paz"
56510,"Profr. Carlos Hank González, La Paz"
56512,"Lomas de San Sebastián, La Paz"
56512,"San José Las Palmas, La Paz"
56512,"Tepapatlalco, La Paz"
56513,"Ampliación Dr. Jorge Jiménez Cantú, La Paz"
56514,"Las Rosas, La Paz"
56514,"Bosques de la Magdalena (U.P.R.E.Z.), La Paz"
56514,"Lomas de Atlipac, La Paz"
56514,"Paso de Minas, La Paz"
56514,"Techachaltitla, La Paz"
56514,"Lomas de Altavista, La Paz"
56514,"Tecontlapexco, La Paz"
56514,"Ampliación Magdalena, La Paz"
56515,"Dr. Jorge Jiménez Cantú, La Paz"
56516,"Mariel, La Paz"
56516,"Ex Hacienda San Isidro, La Paz"
56516,"San Isidro (Casas Verdes), La Paz"
56516,"Lomas de San Isidro 1ra Sección, La Paz"
56516,"Reyes 1, La Paz"
56516,"Lomas de San Isidro 3ra Sección, La Paz"
56516,"San Isidro, La Paz"
56516,"Lomas de San Isidro El Pino, La Paz"
56516,"Reyes 2, La Paz"
56516,"Ríos de San Isidro, La Paz"
56516,"Villas de San Isidro, La Paz"
56516,"Lomas de San Isidro 2da Sección, La Paz"
56516,"Libertad, La Paz"
56516,"Ampliación Mariel, La Paz"
56516,"20 de Mayo, La Paz"
56516,"Primavera, La Paz"
56516,"Tecomatlán, La Paz"
56520,"San Sebastián Chimalpa, La Paz"
56520,"Salitrería, La Paz"
56520,"Ampliación San Sebastián, La Paz"
56520,"Presidentes, La Paz"
56524,"Ricardo Flores Magón, La Paz"
56524,"Cuchilla de la Ancón, La Paz"
56524,"C.E.A.S., La Paz"
56524,"El Salado, La Paz"
56525,"La Magdalena Atlicpac, La Paz"
56525,"Magisterial, La Paz"
56526,"Alamedas, La Paz"
56527,"Anáhuac, La Paz"
56527,"Ampliación Arenal, La Paz"
56527,"Arenal, La Paz"
56528,"Unidad Anáhuac Tepetates, La Paz"
56528,"Adolfo López Mateos, La Paz"
56528,"Ahuaxtla, La Paz"
56529,"La Cerca, La Paz"
56529,"Tlazala, La Paz"
56530,"Geovillas San Jacinto, Ixtapaluca"
56530,"Ixtapaluca Centro, Ixtapaluca"
56530,"Capilla III, Ixtapaluca"
56530,"La Venta, Ixtapaluca"
56530,"Zoquiapan, Ixtapaluca"
56530,"Jacarandas I y II, Ixtapaluca"
56530,"La Era, Ixtapaluca"
56530,"Capilla I, Ixtapaluca"
56530,"Real del Campo, Ixtapaluca"
56535,"Hacienda las Palmas I y II, Ixtapaluca"
56535,"Las Palmas Tercera Etapa, Ixtapaluca"
56535,"Jardín Industrial Ixtapaluca, Ixtapaluca"
56535,"El Capulín, Ixtapaluca"
56535,"Geovillas de Santa Bárbara, Ixtapaluca"
56536,"San José de la Palma, Ixtapaluca"
56536,"San Buenaventura, Ixtapaluca"
56537,"Acozac, Ixtapaluca"
56537,"Tezontle-Zoquiapan, Ixtapaluca"
56537,"Capilla IV, Ixtapaluca"
56537,"Capilla II, Ixtapaluca"
56538,"Santa Bárbara, Ixtapaluca"
56539,"La Huerta, Ixtapaluca"
56539,"El Caracol, Ixtapaluca"
